#mip results PROTO15-TB2021-11
#layer chip channel mpv empv widthmpv chi2ndf nentries
0 5 45 39.9602 8.47199 7.93916 2.5948 107
0 5 46 42.806 1.33379 6.10643 0.582002 496
0 5 47 0 0 0 0 0
0 5 48 41.3151 2.77191 5.88301 0.717018 122
0 5 49 0 0 0 0 0
0 5 50 0 0 0 0 0
0 5 51 0 0 0 0 0
0 5 52 37.8049 7.40666 4.26328 1.78674 146
0 5 53 0 0 0 0 0
0 5 54 0 0 0 0 0
0 5 55 0 0 0 0 0
0 5 56 0 0 0 0 0
0 5 57 0 0 0 0 0
0 5 58 0 0 0 0 0
0 5 59 40.1305 1.41216 4.78098 0.598675 194
0 5 60 0 0 0 0 0
0 5 61 0 0 0 0 0
0 5 62 0 0 0 0 0
0 5 63 0 0 0 0 0
0 6 0 22.7987 5.31429 3.25475 1.71465 273
0 6 1 26.0544 15.8828 9.79013 0.959344 317
0 6 2 70.479 5.08811 9.79544 1.1014 408
0 6 3 67.1151 0.437036 6.09074 1.18817 579
0 6 4 58.6177 29.5376 10 1.4552 659
0 6 5 0 0 0 0 0
0 6 6 68.432 4.7298 9.61748 1.11216 364
0 6 7 64.0536 6.04992 7.56064 1.37768 326
0 6 8 61.7286 10.5094 9.78136 0.87391 510
0 6 9 57.4422 169.053 8.69131 1.33344 351
0 6 10 57.2705 20.3104 9.82998 1.46214 379
0 6 11 68.1296 3.13046 9.22115 1.42522 644
0 6 12 72.3967 1.98131 8.05264 1.01699 413
0 6 13 66.8591 3.92668 9.43702 1.3521 654
0 6 14 73.5781 2.25027 8.43201 1.77939 347
0 6 15 70.3315 1.46083 8.48999 0.663939 642
0 6 16 0 0 0 0 0
0 6 17 68.9641 0.596532 6.08365 2.50156 573
0 6 18 69.7744 1.86325 8.25706 1.41765 482
0 6 19 68.0484 3.03373 10 1.04215 479
0 6 20 69.598 1.32444 7.7755 1.14698 650
0 6 21 70.2029 2.68274 9.03544 1.1754 326
0 6 22 16.9621 3.72339 0.529147 1.16002 547
0 6 23 70.8063 0.890014 7.25907 1.30639 642
0 6 24 73.3817 0.666664 5.95862 0.813594 454
0 6 25 72.4413 0.831236 6.44203 0.777166 620
0 6 26 65.1025 6.11802 9.53005 0.899719 469
0 6 27 71.2188 0.285013 5.41847 1.88026 690
0 6 28 73.4357 0.360952 6.56351 1.77547 778
0 6 29 70.6894 2.71465 10 1.15023 491
0 6 30 70.0684 0.30692 5.25297 1.89738 593
0 6 31 56.9888 18.2387 9.80178 0.810552 286
0 6 32 70.4858 0.435171 6.32762 1.8142 638
0 6 33 68.7085 1.58154 8.37219 0.981112 494
0 6 34 64.7899 5.19535 9.96403 0.318319 422
0 6 35 0 0 0 0 0
0 6 36 68.259 2.04286 7.12329 1.78768 428
0 6 37 0 0 0 0 0
0 6 38 0 0 0 0 0
0 6 39 0 0 0 0 0
0 6 40 75.1248 1.7089 9.24856 0.754148 546
0 6 41 68.5349 10.0158 9.75144 1.216 114
0 6 42 73.2831 2.06075 10 1.51682 466
0 6 43 15.1385 177.875 5.86708 1.51615 421
0 6 44 0 0 0 0 0
0 6 45 70.0159 0.496416 5.80694 0.594304 494
0 6 46 68.5087 2.83402 8.61797 0.978933 375
0 6 47 0 0 0 0 0
